São Borja,UNIPAMPA: a evasão no curso de Licenciatura em Ciências Humanas,Ronaldo Bernardino Colvero,19/02/2019 - 31/01/2020
São Gabriel,A monitoria no processo de ensino-aprendizagem em Geoprocessamento,Aline Biasoli Trentin,01/05/2019 - 31/12/2020
São Gabriel,Ferramentas alternativas para o aperfeiçoamento do estudo de botânica,André Carlos Cruz Copetti,07/02/2019 - 20/12/2020
São Gabriel,Gincana: Estímulo ao aprendizado em Solos (Anos IV e V),Mirla Andrade Weber,01/01/2018 - 31/12/2019
São Gabriel,Implantação de um povoamento florestal para fins didáticos,Bruna Denardin da Silveira,23/04/2018 - 22/03/2021
São Gabriel,Implantação do Jardim Botânico da Universidade Federal do Pampa,Angelo Alberto Schneider,01/07/2017 - 31/12/2022
São Gabriel,Insetário como instrumento de ensino de Zoologia de Invertebrados e Coleção Biológicas Didáticas como instrumento de Ensino de Ciências e Biologia,Marcia Regina Spies,11/03/2019 - 30/12/2109
São Gabriel,Modalidades didáticas alternativas para o Ensino de Ciências e Biologia,Julio Cesar Bresolin Marinho,11/03/2019 - 12/03/2021
São Gabriel,Monitoria - Componentes curriculares de Geociências no campus São Gabriel,Felipe Lima Pinheiro,01/05/2019 - 18/12/2019
São Gabriel,Monitoria das disciplinas de Biologia Celular e Genética Básica,Analía del Valle Garnero,19/03/2019 - 18/12/2019
São Gabriel,Monitoria de Genética Básica e Genética de Populações,Ricardo José Gunski,19/03/2019 - 19/12/2019
São Gabriel,Monitoria em Fisiologia Vegetal na Universidade Federal do Pampa - Campus São Gabriel,Silvane Vestena,12/03/2018 - 18/12/2019
São Gabriel,Produção de material técnico-científico como estratégia de aprendizagem e de divulgação de informações em Biotecnologia,Cássia Regina Nespolo,22/03/2019 - 28/02/2022
Uruguaiana,A presença da monitoria no ensino-aprendizagem de Anatomia Humana,Leticia Rossi Dare,09/04/2018 - 20/12/2019
Uruguaiana,A interdisciplinaridade na construção do conhecimento do estudante de Medicina: uma proposta de monitoria,Shana Hastenpflug Wottrich,15/05/2019 - 15/12/2019
Uruguaiana,A monitoria como instrumento facilitador da ensinagem em anatomia humana,Daniel Ventura Dias,02/04/2018 - 20/12/2019
Uruguaiana,Acompanhamento monitorado do ensino em Imunologia Veterinária,Mário Celso Sperotto BRum,01/04/2018 - 20/12/2019
Uruguaiana,Alimentação de organismos aquáticos - Formulação e preparo de rações.,Fabio de Araújo Pedron,20/03/2019 - 20/12/2019
Uruguaiana,Anatomia Humana: A monitoria acadêmica como ferramenta enriquecedora do processo ensino/aprendizagem,Mara Cristina Pimenta dos Santos Ruybal,01/03/2019 - 17/12/2021
Uruguaiana,Aprendendo a amar e respeitar os animais usados em pesquisas no Biopampa,Marcelo Dal Pozzo,03/08/2017 - 03/01/2020
Uruguaiana,Atividades lúdicas no processo de transposição didática de microbiologia,Irina Lubeck,20/03/2019 - 11/12/2019
Uruguaiana,Atlas Anatomia Humana -Ferramenta auxiliar para o processo de ensino-aprendizagem,João Cleber Theodoro de Andrade,01/12/2017 - 01/12/2021
Uruguaiana,ATLAS DIGITAL DE HISTOLOGIA E MÍDIAS SOCIAS COMO UMA FERRAMENTA PARA FAVORECER O PROCESSO DE ENSINO-APRENDIZAGEM DE HISTOLOGIA NOS CURSOS DA ÁREA DA SAÚDE,Jacqueline da Costa Escobar Piccoli,01/04/2019 - 01/04/2021
Uruguaiana,Ausculta: Grupo de Apoio ao Estudante de Medicina,Shana Hastenpflug Wottrich,01/04/2019 - 01/04/2023
Uruguaiana,Biofarmácia Veterinária: Aplicando o conceito Uma só saúde na interação entre Farmácia e Medicina Veterinária,Fabiana Ernestina Barcellos da Silva,01/03/2019 - 01/03/2021
Uruguaiana,Campo agrostológico como ferramenta de ensino na Medicina Veterinária,Rodrigo Holz Krolow,12/03/2018 - 11/03/2020
Uruguaiana,Capacitações internas CTPEC  Formando profissionais diferenciados,Guilherme de Medeiros Bastos,24/03/2019 - 22/03/2021
Uruguaiana,Ciclo de Palestras em Saúde,Camila Simonetti Pase,01/04/2019 - 01/04/2020
Uruguaiana,Ciência em cartaz,Carolina Kist Traesel,01/05/2019 - 31/12/2021
Uruguaiana,Confecção de material de apoio para Microbiologia,Cheila Denise Ottonelli Stopiglia,01/03/2018 - 23/12/2019
Uruguaiana,Cuidados intensivos ao paciente adulto em situações críticas de vida: ensinando e aprendendo em ambiente realístico,JOSEFINE BUSANELLO,12/03/2019 - 20/12/2021
Uruguaiana,Curso Pré-Química: Transição Ensino médio/Ensino Superior,Juliano Braun de Azeredo,25/03/2019 - 15/12/2019
Uruguaiana,Desenvolvimento de formas de gerenciamento do Biotério da Unipampa  Campus Uruguaiana e suprimento de demandas de ratos para pesquisa.,Morgana Duarte da Silva,01/10/2017 - 01/10/2019
Uruguaiana,Desenvolvimento de Monitoria em Química Geral para o curso de Farmácia,Juliano Braun de Azeredo,05/04/2019 - 15/12/2019
Uruguaiana,Esporte Universitário,Phillip Vilanova Ilha,12/03/2018 - 31/12/2021
Uruguaiana,Estratégias didático-pedagógicas para a implantação do Programa de Atenção à Saúde do Idoso em Estratégias de Saúde da Família do Município de Uruguaiana,CENIR GONCALVES TIER,12/03/2018 - 31/12/2020
Uruguaiana,Estratégias didático-pedagógicas para a implantação do Programa FIFA 11 pela Saúde,Simone Lara,01/03/2017 - 31/12/2019
Uruguaiana,Fronteiras da Bioética: construção e análise de dilemas morais em saúde na Fronteira Oeste,Juliana Lopes de Macedo,01/03/2019 - 18/12/2020
Uruguaiana,Grupo de estudos em ortopedia e traumatologia veterinária,Maria Lígia de Arruda Mistie,01/04/2018 - 31/12/2019
Uruguaiana,Hematologia Online: ferramenta digital promove ensino-aprendizagem dos acadêmicos de Farmácia,VANUSA MANFREDINI,01/04/2019 - 01/04/2021
Uruguaiana,Implantação de Campo Agrostológico para estudos e ensino na Medicina Veterinária,Rodrigo Holz Krolow,24/03/2019 - 22/03/2021
Uruguaiana,Iniciando os acadêmicos na Medicina Veterinária,Guilherme de Medeiros Bastos,24/03/2019 - 22/03/2022
Uruguaiana,"INOVAÇÃO DIDÁTICO-PEDAGÓGICA NO ENSINO SUPERIOR  OLIMPÍADAS DE BIOMECÂNICA, ANO 9",Felipe Pivetta Carpes,01/03/2019 - 30/12/2019
Uruguaiana,Laboratório de Semiologia em Enfermagem: avaliação dos sistemas corporais do adulto enfermo,Jenifer Harter,01/04/2017 - 20/12/2020
Uruguaiana,Mapas conceituais na aprendizagem da fisiologia humana: novos caminhos para a construção do conhecimento,Lidiane Dal Bosco,08/04/2019 - 31/01/2020
Uruguaiana,MONITORIA - PLANTAS BIOATIVAS 2019,Claudete Izabel Funguetto,12/03/2019 - 31/12/2019
Uruguaiana,Monitoria como ferramenta de estímulo à interdisciplinaridade,Deise Dalazen Castagnara,03/04/2018 - 01/04/2020
Uruguaiana,"Monitoria como ferramenta para integração entre forragicultura, ovinocultura e bovinocultura de corte",Rodrigo Holz Krolow,24/03/2019 - 23/02/2021
Uruguaiana,"Monitoria conjugada das disciplinas Estatística I, Estatística II, Economia dos Recursos Naturais, Análise Sócio-Econômica, Planejamento e Gestão, Viabilidade Econômica, Comercialização e Mercado",Marco Aurélio Alves de Souza,01/05/2019 - 31/12/2019
Uruguaiana,"Monitoria da disciplina de Fisioterapia Aplicada a Gerontologia, Fisioterapia na Saúde Coletiva e Anatomia Palpatória",Graziela Morgana Silva Tavares,01/04/2019 - 31/12/2019
Uruguaiana,Monitoria das disciplinas de reprodução animal,Fabricio Desconsi Mozzaquatro,20/03/2019 - 11/12/2019
Uruguaiana,Monitoria das disciplinas de Semiologia Clínica Veterinária e Clínica de Ruminantes do curso de Medicina Veterinária da Unipampa,Fernando Passon Casagrande,24/03/2019 - 24/03/2022
Uruguaiana,"Monitoria de Fisiologia Animal, Informática e Genética para Aquicultura",Alessandra Sayuri Kikuchi Tamajusuku Neis,18/03/2019 - 20/12/2019
Uruguaiana,Monitoria de Histologia Humana I e II,Jacqueline da Costa Escobar Piccoli,15/05/2019 - 31/01/2020
Uruguaiana,Monitoria de Histologia para o curso de Medicina,PAULO EMILIO BOTURA FERREIRA,05/03/2018 - 05/03/2020
Uruguaiana,Monitoria de Imunologia - desenvolvimento de recursos didáticos complementares facilitadores da aprendizagem de Imunologia Médica,Debora Alves Nunes Mario,02/05/2019 - 31/01/2020
Uruguaiana,Monitoria de Semiotécnica em Enfermagem,Raquel Pötter Garcia,20/03/2018 - 31/12/2019
Uruguaiana,MONITORIA EM ANATOMIA,João Cleber Theodoro de Andrade,01/05/2019 - 31/12/2019
Uruguaiana,Monitoria em Anatomia Animal,Amarílis Díaz de Carvalho,11/04/2019 - 18/12/2019
Uruguaiana,Monitoria em Anatomia dos Animais Domésticos,Paulo de Souza Junior,04/04/2019 - 31/12/2020
Uruguaiana,Monitoria em Anatomia Humana para o Curso de Medicina,Elizangela dos Anjos Silva,13/11/2017 - 08/12/2019
Uruguaiana,Monitoria em Atletismo,Phillip Vilanova Ilha,11/03/2019 - 31/12/2021
Uruguaiana,Monitoria em Cinesiologia,Nelson Serrão,01/05/2019 - 31/12/2019
Uruguaiana,Monitoria em Esportes Coletivos II,Phillip Vilanova Ilha,11/02/2019 - 31/12/2021
Uruguaiana,Monitoria em Esportes Coletivos III,Phillip Vilanova Ilha,11/02/2019 - 31/12/2021
Uruguaiana,Monitoria em fisiologia dos animais domésticos,Fabricio Desconsi Mozzaquatro,20/03/2019 - 11/12/2019
Uruguaiana,Monitoria em Fisiologia Humana para estudantes do Curso de Medicina,Lidiane Dal Bosco,15/04/2019 - 20/12/2019
Uruguaiana,Monitoria em Fisioterapia Cardiorrespiratória,Giulia Alesandra Wiggers Peçanha,11/03/2019 - 18/12/2019
Uruguaiana,"Monitoria em Matemática, Fundamentos de física e Hidráulica e topografia para o curso de Tecnologia em Aquicultura",DIONI GLEI BONINI BITENCOURT,11/03/2019 - 11/03/2020
Uruguaiana,Monitoria em Metodologia Científica e Estágio em Pesquisa e Profissionalizante I,Catia Veiverberg,15/05/2019 - 31/12/2019
Uruguaiana,Monitoria em Microbiologia Veterinária,Irina Lubeck,16/04/2019 - 11/12/2019
Uruguaiana,Monitoria em Parasitologia Clínica e Bioquímica Clínica I,Cleci Menezes Moreira,15/05/2019 - 20/12/2019
Uruguaiana,Monitoria em Patologia para Medicina,João Felipe Peres Rezer,15/04/2019 - 15/04/2020
Uruguaiana,Monitoria em Química,Elton Luís Gasparotto Denardin,20/03/2019 - 31/12/2019
Uruguaiana,Monitoria Integrada em Gestão na Medicina Veterinária,Ricardo Pedroso Oaigen,25/03/2019 - 31/12/2020
Uruguaiana,Monitoria na disciplina de Avicultura,Carlos Alexandre Oelke,17/03/2015 - 19/12/2105
Uruguaiana,Monitoria na disciplina de Microbiologia Geral,Vanessa Bley Ribeiro,20/03/2017 - 31/12/2020
Uruguaiana,Monitoria nas disciplinas de Farmacologia I e Farmacologia II,sandra elisa haas,01/04/2019 - 31/12/2019
Uruguaiana,Monitoria para os componentes curriculares de Bioquímica Geral e Bioquímica Especial Veterinária,Francielli Weber Santos Cibin,01/05/2019 - 31/12/2019
Uruguaiana,O monitor como ferramenta auxiliar no ensino de Recursos Eletro-Termo-Fototerapêuticos,Liane da Silva de Vargas,01/04/2019 - 20/12/2020
Uruguaiana,Planilha para gerenciamento da produção de tilápia,Marco Aurélio Alves de Souza,01/05/2019 - 31/12/2019
Uruguaiana,"Plano de monitoria acadêmica nas disciplinas de Bromatologia de Organismos Aquáticos, Nutrição Animal e Carcinicultura",Viviani Corrêia,19/03/2019 - 30/06/2020
Uruguaiana,Práticas Hospitalares em Pequenos Animais,João Paulo da Exaltação Pascon,10/08/2018 - 10/08/2020
Uruguaiana,"Práticas Inovadoras em Farmacologia: desenvolvimento de estratégias para o ensino ativo, interativo, integrativo e inovador",sandra elisa haas,01/04/2019 - 31/12/2020
Uruguaiana,Projeto de Língua Estrangeira,Daniela dos Santos Brum,20/03/2018 - 20/12/2019
Uruguaiana,Promoção de estratégias para melhoria da qualidade do ensino de Farmacologia,Camila Simonetti Pase,01/04/2019 - 31/01/2020
Uruguaiana,Promovendo a reflexão sobre a organização didático-pedagógica do Curso de Medicina utilizando o método cooperativo de aprendizagem Jigsaw,Lidiane Dal Bosco,11/03/2019 - 31/07/2019
Uruguaiana,Rugby Universitário,Phillip Vilanova Ilha,01/04/2019 - 31/12/2021
Uruguaiana,Taxonomia de Bloom no ensino da Bovinocultura de Leite,Deise Dalazen Castagnara,12/03/2018 - 11/03/2021
Uruguaiana,Técnicas Anatômicas para o Ensino da Anatomia Animal,Paulo de Souza Junior,02/05/2018 - 31/12/2019
Uruguaiana,Uso de metodologias ativas no ensino de Fisiologia Humana,Pâmela Billig Mello Carpes,01/03/2018 - 31/12/2019
Uruguaiana,Utilização e avaliação do uso da metodologia da Taxonomia de Bloom no ensino das disciplinas de Semiologia Clínica Veterinária e Clínica Médica de Ruminantes,Fernando Passon Casagrande,20/03/2019 - 20/03/2022
